Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000012.12	12940575	12952170	12	minus	G protein-coupled receptor class C group 5 member D	GPRC5D	55507	protein-coding	NM_018654.2	NP_061124.1	345	
NC_000012.12	12974870	13000265	12	minus	heme binding protein 1	HEBP1	50865	protein-coding	NM_015987.5	NP_057071.2	189	
NC_000012.12	13044381	13083449	12	plus	family with sequence similarity 234 member B	FAM234B	57613	protein-coding	NM_020853.2	NP_065904.1	622	
NC_000012.12	13083532	13103667	12	minus	germ cell associated 1	GSG1	83445	protein-coding	NM_031289.5	NP_112579.2	285	
NC_000012.12	13196726	13219941	12	plus	epithelial membrane protein 1	EMP1	2012	protein-coding	NM_001423.3	NP_001414.1	157	
NC_000012.12	13537337	13982134	12	minus	glutamate ionotropic receptor NMDA type subunit 2B	GRIN2B	2904	protein-coding	NM_000834.5	NP_000825.2	1484	
NC_000012.12	14365682	14502930	12	plus	activating transcription factor 7 interacting protein	ATF7IP	55729	protein-coding	NM_018179.5	NP_060649.3	1270	
NC_000012.12	14503661	14567883	12	minus	phospholipase B domain containing 1	PLBD1	79887	protein-coding	NM_024829.6	NP_079105.4	553	
NC_000012.12	14612632	14696599	12	minus	guanylate cyclase 2C	GUCY2C	2984	protein-coding	NM_004963.4	NP_004954.2	1073	
NC_000012.12	14734520	14770657	12	minus	uncharacterized LOC105369669	LOC105369669	105369669	protein-coding	XM_047429947.1	XP_047285903.1	131	
NC_000012.12	14770720	14771131	12	minus	H4 histone 16	H4C16	121504	protein-coding	NM_175054.2	NP_778224.1	103	
NC_000012.12	14774405	14778002	12	plus	H2A.J histone	H2AJ	55766	protein-coding	NM_177925.5	NP_808760.1	129	
NC_000012.12	14784582	14803478	12	minus	WW domain binding protein 11	WBP11	51729	protein-coding	NM_016312.3	NP_057396.1	641	
NC_000012.12	14803670	14824415	12	plus	chromosome 12 open reading frame 60	C12orf60	144608	protein-coding	NM_175874.4	NP_787070.2	245	
NC_000012.12	14804650	14814182	12	minus	single-pass membrane protein with coiled-coil domains 3	SMCO3	440087	protein-coding	NM_001013698.2	NP_001013720.2	225	
NC_000012.12	14825569	14843526	12	minus	ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)	ART4	420	protein-coding	NM_021071.4	NP_066549.2	314	
NC_000012.12	14880864	14885854	12	minus	matrix Gla protein	MGP	4256	protein-coding	NM_000900.5	NP_000891.2	103	
NC_000012.12	14914039	14938537	12	minus	endoplasmic reticulum protein 27	ERP27	121506	protein-coding	NM_152321.4	NP_689534.1	273	
NC_000012.12	14942015	14961601	12	minus	Rho GDP dissociation inhibitor beta	ARHGDIB	397	protein-coding	NM_001175.7	NP_001166.3	201	
NC_000012.12	14973042	14981865	12	plus	phosphodiesterase 6H	PDE6H	5149	protein-coding	NM_006205.3	NP_006196.1	83	
NC_000012.12	15107783	15221417	12	minus	RAS like estrogen regulated growth inhibitor	RERG	85004	protein-coding	NM_032918.3	NP_116307.1	199	
NC_000012.12	15220668	15221978	12	plus	uncharacterized LOC124902886	LOC124902886	124902886	protein-coding	XM_047429948.1	XP_047285904.1	105	
NC_000012.12	15322508	15598331	12	plus	protein tyrosine phosphatase receptor type O	PTPRO	5800	protein-coding	NM_002848.4	NP_002839.1	1188	
NC_000012.12	15620134	15789388	12	minus	EGFR pathway substrate 8, signaling adaptor	EPS8	2059	protein-coding	NM_004447.6	NP_004438.3	822	
NC_000012.12	15882387	15903478	12	plus	serine/threonine kinase receptor associated protein	STRAP	11171	protein-coding	NM_007178.4	NP_009109.3	350	
NC_000012.12	15911332	16037381	12	plus	deoxyribose-phosphate aldolase	DERA	51071	protein-coding	NM_015954.4	NP_057038.2	318	
NC_000012.12	16188485	16277685	12	minus	solute carrier family 15 member 5	SLC15A5	729025	protein-coding	NM_001170798.1	NP_001164269.1	579	
NC_000012.12	16347115	16593331	12	plus	microsomal glutathione S-transferase 1	MGST1	4257	protein-coding	NM_020300.5	NP_064696.1	155	
NC_000012.12	16548372	16610174	12	minus	LIM domain only 3	LMO3	55885	protein-coding	NM_018640.5	NP_061110.2	145	
NC_000012.12	18080869	18090193	12	minus	RERG like	RERGL	79785	protein-coding	NM_024730.4	NP_079006.1	205	
NC_000012.12	18242961	18726817	12	plus	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	PIK3C2G	5288	protein-coding	NM_004570.6	NP_004561.3	1445	
NC_000012.12	18645609	18738012	12	minus	phospholipase C zeta 1	PLCZ1	89869	protein-coding	NM_033123.4	NP_149114.2	608	
NC_000012.12	18738119	18739188	12	plus	capping actin protein of muscle Z-line subunit alpha 3	CAPZA3	93661	protein-coding	NM_033328.3	NP_201585.1	299	
NC_000012.12	19129733	19376400	12	plus	pleckstrin homology domain containing A5	PLEKHA5	54477	protein-coding	NM_019012.6	NP_061885.2	1116	
NC_000012.12	19404072	19522227	12	plus	AE binding protein 2	AEBP2	121536	protein-coding	NM_153207.5	NP_694939.2	503	
NC_000012.12	20368537	20688583	12	plus	phosphodiesterase 3A	PDE3A	5139	protein-coding	NM_000921.5	NP_000912.3	1141	
NC_000012.12	20695332	20753386	12	plus	solute carrier organic anion transporter family member 1C1	SLCO1C1	53919	protein-coding	NM_017435.5	NP_059131.1	712	
NC_000012.12	20810705	20916911	12	plus	solute carrier organic anion transporter family member 1B3	SLCO1B3	28234	protein-coding	NM_019844.4	NP_062818.1	702	
NC_000012.12	20815674	21091222	12	plus	SLCO1B3-SLCO1B7 readthrough	SLCO1B3-SLCO1B7	115072896	protein-coding	NM_001371097.1	NP_001358026.1	748	
NC_000012.12	20901405	21052255	12	plus	putative solute carrier organic anion transporter family member 1B7	LOC124902894	124902894	protein-coding	XM_047429949.1	XP_047285905.1	400	
NC_000012.12	21131194	21239796	12	plus	solute carrier organic anion transporter family member 1B1	SLCO1B1	10599	protein-coding	NM_006446.5	NP_006437.3	691	
NC_000012.12	21264600	21419634	12	minus	solute carrier organic anion transporter family member 1A2	SLCO1A2	6579	protein-coding	NM_021094.4	NP_066580.1	670	
NC_000012.12	21354959	21379980	12	plus	islet amyloid polypeptide	IAPP	3375	protein-coding	NM_000415.3	NP_000406.1	89	
NC_000012.12	21437655	21471250	12	plus	pyridine nucleotide-disulphide oxidoreductase domain 1	PYROXD1	79912	protein-coding	NM_024854.5	NP_079130.2	500	
NC_000012.12	21468910	21501635	12	minus	RecQ like helicase	RECQL	5965	protein-coding	NM_002907.4	NP_002898.2	649	
NC_000012.12	21501789	21518408	12	plus	golgi transport 1B	GOLT1B	51026	protein-coding	NM_016072.5	NP_057156.1	138	
NC_000012.12	21526296	21532947	12	plus	spexin hormone	SPX	80763	protein-coding	NM_030572.4	NP_085049.1	116	
NC_000012.12	21532577	21604847	12	minus	glycogen synthase 2	GYS2	2998	protein-coding	NM_021957.4	NP_068776.2	703	
NC_000012.12	21635342	21657842	12	minus	lactate dehydrogenase B	LDHB	3945	protein-coding	NM_002300.8	NP_002291.1	334	
NC_000012.12	21764955	21774706	12	minus	potassium inwardly rectifying channel subfamily J member 8	KCNJ8	3764	protein-coding	NM_004982.4	NP_004973.1	424	
NC_000012.12	21797389	21941426	12	minus	ATP binding cassette subfamily C member 9	ABCC9	10060	protein-coding	NM_005691.4	NP_005682.2	1549	
NC_000012.12	22046218	22065668	12	plus	cytidine monophosphate N-acetylneuraminic acid synthetase	CMAS	55907	protein-coding	NM_018686.6	NP_061156.1	434	
NC_000012.12	22193391	22334707	12	minus	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	ST8SIA1	6489	protein-coding	NM_003034.4	NP_003025.1	356	
NC_000012.12	22448583	22544542	12	minus	C2 calcium dependent domain containing 5	C2CD5	9847	protein-coding	NM_014802.3	NP_055617.1	1000	
NC_000012.12	22625171	22690665	12	plus	ethanolamine kinase 1	ETNK1	55500	protein-coding	NM_018638.5	NP_061108.3	363	
NC_000012.12	23529504	24562650	12	minus	SRY-box transcription factor 5	SOX5	6660	protein-coding	NM_006940.6	NP_008871.3	763	
NC_000012.12	24704469	24775552	12	plus	uncharacterized LOC124902897	LOC124902897	124902897	protein-coding	XM_047429950.1	XP_047285906.1	142	
NC_000012.12	24810024	24949340	12	minus	branched chain amino acid transaminase 1	BCAT1	586	protein-coding	NM_005504.7	NP_005495.2	386	
NC_000012.12	24901970	24907905	12	plus	uncharacterized LOC124902898	LOC124902898	124902898	protein-coding	XM_047429951.1	XP_047285907.1	246	
NC_000012.12	24997575	25108335	12	plus	inositol 1,4,5-triphosphate receptor associated 2	IRAG2	4033	protein-coding	NM_006152.4	NP_006143.2	499	
NC_000012.12	25107047	25195160	12	minus	dynein axonemal intermediate chain 7	DNAI7	55259	protein-coding	NM_018272.5	NP_060742.4	722	
NC_000012.12	25195237	25205143	12	plus	electron transfer flavoprotein regulatory factor 1	ETFRF1	144363	protein-coding	NM_001001660.3	NP_001001660.2	90	
NC_000012.12	25205246	25250929	12	minus	KRAS proto-oncogene, GTPase	KRAS	3845	protein-coding	NM_004985.5	NP_004976.2	188	
NC_000012.12	25476082	25648578	12	minus	lamin tail domain containing 1	LMNTD1	160492	protein-coding	NM_152590.3	NP_689803.2	388	
NC_000012.12	25958232	26079889	12	plus	Ras association domain family member 8	RASSF8	11228	protein-coding	NM_007211.5	NP_009142.2	392	
NC_000012.12	26120030	26125037	12	minus	basic helix-loop-helix family member e41	BHLHE41	79365	protein-coding	NM_030762.3	NP_110389.1	482	
NC_000012.12	26121991	26234777	12	plus	sarcospan	SSPN	8082	protein-coding	NM_005086.5	NP_005077.2	243	
NC_000012.12	26335352	26833194	12	minus	inositol 1,4,5-trisphosphate receptor type 2	ITPR2	3709	protein-coding	NM_002223.4	NP_002214.2	2701	
NC_000012.12	26905181	26938332	12	minus	integrator complex subunit 13	INTS13	55726	protein-coding	NM_018164.3	NP_060634.2	706	
NC_000012.12	26938470	26966648	12	plus	FGFR1 oncogene partner 2	FGFR1OP2	26127	protein-coding	NM_015633.3	NP_056448.1	253	
NC_000012.12	26971579	27014384	12	minus	transmembrane 7 superfamily member 3	TM7SF3	51768	protein-coding	NM_016551.3	NP_057635.1	570	
NC_000012.12	27022558	27038951	12	plus	mediator complex subunit 21	MED21	9412	protein-coding	NM_004264.5	NP_004255.2	144	
NC_000012.12	27081057	27084127	12	minus	chromosome 12 open reading frame 71	C12orf71	728858	protein-coding	NM_001080406.2	NP_001073875.1	269	
NC_000012.12	27244286	27325959	12	plus	serine/threonine kinase 38 like	STK38L	23012	protein-coding	NM_015000.4	NP_055815.1	464	
NC_000012.12	27332836	27425286	12	plus	basic helix-loop-helix ARNT like 2	BMAL2	56938	protein-coding	NM_020183.6	NP_064568.3	636	
NC_000012.12	27423316	27502185	12	plus	single-pass membrane protein with coiled-coil domains 2	SMCO2	341346	protein-coding	NM_001145010.3	NP_001138482.1	343	
NC_000012.12	27524206	27695564	12	plus	PPFIA binding protein 1	PPFIBP1	8496	protein-coding	NM_003622.4	NP_003613.4	1005	
NC_000012.12	27696447	27697596	12	plus	RAB15 effector protein	REP15	387849	protein-coding	NM_001029874.3	NP_001025045.3	236	
NC_000012.12	27710832	27756295	12	plus	mitochondrial ribosomal protein S35	MRPS35	60488	protein-coding	NM_021821.4	NP_068593.2	323	
NC_000012.12	27762427	27780236	12	minus	MANSC domain containing 4	MANSC4	100287284	protein-coding	NM_001146221.5	NP_001139693.1	340	
NC_000012.12	27780233	27803040	12	plus	kelch like family member 42	KLHL42	57542	protein-coding	NM_020782.2	NP_065833.1	505	
NC_000012.12	27958084	27972733	12	minus	parathyroid hormone like hormone	PTHLH	5744	protein-coding	NM_002820.3	NP_002811.1	175	
NC_000012.12	28190456	28550166	12	plus	coiled-coil domain containing 91	CCDC91	55297	protein-coding	NM_018318.5	NP_060788.3	441	
NC_000012.12	29149278	29335616	12	plus	fatty acyl-CoA reductase 2	FAR2	55711	protein-coding	NM_018099.5	NP_060569.3	515	
NC_000012.12	29337352	29381172	12	minus	ERGIC and golgi 2	ERGIC2	51290	protein-coding	NM_016570.3	NP_057654.2	377	
NC_000012.12	29402168	29497686	12	minus	ovochymase 1	OVCH1	341350	protein-coding	NM_001353179.2	NP_001340108.1	1090	
NC_000012.12	29500813	29784759	12	minus	transmembrane O-mannosyltransferase targeting cadherins 1	TMTC1	83857	protein-coding	NM_175861.3	NP_787057.2	774	
NC_000012.12	30628988	30695869	12	minus	importin 8	IPO8	10526	protein-coding	NM_006390.4	NP_006381.2	1037	
NC_000012.12	30709553	30754951	12	minus	caprin family member 2	CAPRIN2	65981	protein-coding	NM_023925.5	NP_076414.2	1077	
NC_000012.12	30926748	31016502	12	plus	tetraspanin 11	TSPAN11	441631	protein-coding	NM_001080509.3	NP_001073978.1	253	
NC_000012.12	31073860	31104799	12	plus	DEAD/H-box helicase 11	DDX11	1663	protein-coding	NM_004399.3	NP_004390.3	856	
NC_000012.12	31280584	31326150	12	minus	SIN3-HDAC complex associated factor	SINHCAF	58516	protein-coding	NM_021238.3	NP_067061.1	221	
NC_000012.12	31382226	31591136	12	minus	DENN domain containing 5B	DENND5B	160518	protein-coding	NM_144973.4	NP_659410.3	1274	
NC_000012.12	31647160	31673114	12	plus	electron transfer flavoprotein subunit beta lysine methyltransferase	ETFBKMT	254013	protein-coding	NM_173802.4	NP_776163.1	262	
NC_000012.12	31671137	31729174	12	minus	antagonist of mitotic exit network 1 homolog	AMN1	196394	protein-coding	NM_001113402.2	NP_001106873.1	258	
NC_000012.12	31791185	31792298	12	minus	H3.5 histone	H3-5	440093	protein-coding	NM_001013699.3	NP_001013721.2	135	
NC_000012.12	31959415	31993107	12	plus	retroelement silencing factor 1	RESF1	55196	protein-coding	NM_018169.4	NP_060639.4	1747	
NC_000012.12	32106847	32383633	12	plus	BICD cargo adaptor 1	BICD1	636	protein-coding	NM_001714.4	NP_001705.2	975	
NC_000012.12	32399558	32646050	12	plus	FYVE, RhoGEF and PH domain containing 4	FGD4	121512	protein-coding	NM_139241.3	NP_640334.2	766	
NC_000012.12	32679301	32745650	12	plus	dynamin 1 like	DNM1L	10059	protein-coding	NM_005690.5	NP_005681.2	699	
NC_000012.12	32746544	32755897	12	minus	tyrosyl-tRNA synthetase 2	YARS2	51067	protein-coding	NM_001040436.3	NP_001035526.1	477	
NC_000012.12	32790755	32896777	12	minus	plakophilin 2	PKP2	5318	protein-coding	NM_004572.4	NP_004563.2	881	
NC_000012.12	33374238	33439819	12	minus	synaptotagmin 10	SYT10	341359	protein-coding	NM_198992.4	NP_945343.1	523	
NC_000012.12	34022377	34028302	12	plus	ALG10 alpha-1,2-glucosyltransferase	ALG10	84920	protein-coding	NM_032834.4	NP_116223.3	473	
NC_000012.12	38316687	38329721	12	plus	ALG10 alpha-1,2-glucosyltransferase B	ALG10B	144245	protein-coding	NM_001013620.4	NP_001013642.2	473	
NC_000012.12	38652203	38906835	12	minus	copine 8	CPNE8	144402	protein-coding	NM_153634.3	NP_705898.1	564	
NC_000012.12	39293228	39443120	12	minus	kinesin family member 21A	KIF21A	55605	protein-coding	NM_017641.4	NP_060111.2	1661	
NC_000012.12	39531025	39619803	12	minus	ATP binding cassette subfamily D member 2	ABCD2	225	protein-coding	NM_005164.4	NP_005155.1	740	
NC_000012.12	39626183	39908300	12	plus	regulator of DNA class I crossover intermediates 1	REDIC1	283461	protein-coding	NM_001031748.4	NP_001026918.2	652	
NC_000012.12	39755025	40106081	12	minus	solute carrier family 2 member 13	SLC2A13	114134	protein-coding	NM_052885.4	NP_443117.3	648	
NC_000012.12	40224997	40369285	12	plus	leucine rich repeat kinase 2	LRRK2	120892	protein-coding	NM_198578.4	NP_940980.4	2527	
NC_000012.12	40393394	40570757	12	plus	mucin 19, oligomeric	MUC19	283463	protein-coding	NM_173600.2	NP_775871.2	8384	
NC_000012.12	40692439	41072415	12	plus	contactin 1	CNTN1	1272	protein-coding	NM_001843.4	NP_001834.2	1018	
NC_000012.12	41188320	41574745	12	plus	PDZ domain containing ring finger 4	PDZRN4	29951	protein-coding	NM_013377.4	NP_037509.3	778	
NC_000012.12	42081845	42144874	12	minus	glucoside xylosyltransferase 1	GXYLT1	283464	protein-coding	NM_173601.2	NP_775872.1	440	
NC_000012.12	42157104	42238248	12	minus	YY1 associated factor 2	YAF2	10138	protein-coding	NM_005748.6	NP_005739.2	180	
NC_000012.12	42312086	42326094	12	minus	zinc finger CCHC-type and RNA binding motif containing 1	ZCRB1	85437	protein-coding	NM_033114.4	NP_149105.3	217	
NC_000012.12	42326167	42448621	12	plus	periphilin 1	PPHLN1	51535	protein-coding	NM_016488.7	NP_057572.5	458	
NC_000012.12	42456757	42589746	12	minus	prickle planar cell polarity protein 1	PRICKLE1	144165	protein-coding	NM_153026.3	NP_694571.2	831	
NC_000012.12	43352763	43552203	12	minus	ADAM metallopeptidase with thrombospondin type 1 motif 20	ADAMTS20	80070	protein-coding	NM_025003.5	NP_079279.3	1910	
NC_000012.12	43718992	43758790	12	minus	pseudouridine synthase 7 like	PUS7L	83448	protein-coding	NM_031292.5	NP_112582.3	701	
NC_000012.12	43758951	43789541	12	plus	interleukin 1 receptor associated kinase 4	IRAK4	51135	protein-coding	NM_016123.4	NP_057207.2	460	
NC_000012.12	43793723	43806317	12	minus	twinfilin actin binding protein 1	TWF1	5756	protein-coding	NM_002822.5	NP_002813.3	350	
NC_000012.12	43795802	44399108	12	plus	transmembrane protein 117	TMEM117	84216	protein-coding	NM_032256.3	NP_115632.1	514	
NC_000012.12	44508275	44921848	12	minus	neural EGFL like 2	NELL2	4753	protein-coding	NM_006159.2	NP_006150.1	816	
NC_000012.12	45014672	45051099	12	minus	developing brain homeobox 2	DBX2	440097	protein-coding	NM_001004329.3	NP_001004329.2	339	
NC_000012.12	45216095	45440404	12	plus	anoctamin 6	ANO6	196527	protein-coding	NM_001025356.3	NP_001020527.2	910	
NC_000012.12	45729706	45908037	12	plus	AT-rich interaction domain 2	ARID2	196528	protein-coding	NM_152641.4	NP_689854.2	1835	
NC_000012.12	45919131	45992059	12	minus	SR-related CTD associated factor 11	SCAF11	9169	protein-coding	NM_004719.3	NP_004710.2	1463	
NC_000012.12	46183063	46269043	12	minus	solute carrier family 38 member 1	SLC38A1	81539	protein-coding	NM_030674.4	NP_109599.3	487	
NC_000012.12	46358188	46372773	12	minus	solute carrier family 38 member 2	SLC38A2	54407	protein-coding	NM_018976.5	NP_061849.2	506	
NC_000012.12	46764761	46832431	12	minus	solute carrier family 38 member 4	SLC38A4	55089	protein-coding	NM_018018.5	NP_060488.2	547	
NC_000012.12	47075707	47079959	12	minus	adhesion molecule with Ig like domain 2	AMIGO2	347902	protein-coding	NM_181847.4	NP_862830.1	522	
NC_000012.12	47079621	47236660	12	plus	PC-esterase domain containing 1B	PCED1B	91523	protein-coding	NM_138371.3	NP_612380.1	432	
NC_000012.12	47661249	47706030	12	minus	RNA polymerase II associated protein 3	RPAP3	79657	protein-coding	NM_024604.3	NP_078880.2	665	
NC_000012.12	47709734	47725490	12	minus	endonuclease, poly(U) specific	ENDOU	8909	protein-coding	NM_006025.4	NP_006016.1	369	
NC_000012.12	47734363	47758880	12	minus	Rap guanine nucleotide exchange factor 3	RAPGEF3	10411	protein-coding	NM_006105.5	NP_006096.2	881	
NC_000012.12	47753934	47782751	12	plus	solute carrier family 48 member 1	SLC48A1	55652	protein-coding	NM_017842.3	NP_060312.2	146	
NC_000012.12	47782722	47821344	12	minus	histone deacetylase 7	HDAC7	51564	protein-coding	NM_015401.5	NP_056216.2	991	
NC_000012.12	47841537	47904994	12	minus	vitamin D receptor	VDR	7421	protein-coding	NM_000376.3	NP_000367.1	427	
NC_000012.12	47963596	47968878	12	plus	transmembrane protein 106C	TMEM106C	79022	protein-coding	NM_024056.4	NP_076961.1	250	
NC_000012.12	47972967	48006212	12	minus	collagen type II alpha 1 chain	COL2A1	1280	protein-coding	NM_001844.5	NP_001835.3	1487	
NC_000012.12	48042897	48106079	12	minus	SUMO specific peptidase 1	SENP1	29843	protein-coding	NM_001267594.2	NP_001254523.1	644	
NC_000012.12	48084454	48087173	12	plus	V-type proton ATPase subunit F-like	LOC101927180	101927180	protein-coding	XM_047429952.1	XP_047285908.1	119	
NC_000012.12	48105353	48146404	12	plus	phosphofructokinase, muscle	PFKM	5213	protein-coding	NM_000289.6	NP_000280.1	780	
NC_000012.12	48147789	48157515	12	minus	ankyrin repeat and SOCS box containing 8	ASB8	140461	protein-coding	NM_024095.5	NP_077000.1	288	
NC_000012.12	48183644	48185926	12	plus	coiled-coil domain containing 184	CCDC184	387856	protein-coding	NM_001013635.4	NP_001013657.3	194	
NC_000012.12	48202339	48203292	12	minus	olfactory receptor family 10 subfamily AD member 1	OR10AD1	121275	protein-coding	NM_001004134.1	NP_001004134.1	317	
NC_000012.12	48328980	48330279	12	plus	H1.7 linker histone	H1-7	341567	protein-coding	NM_181788.1	NP_861453.1	255	
NC_000012.12	48334587	48351246	12	minus	zinc finger protein 641	ZNF641	121274	protein-coding	NM_152320.3	NP_689533.2	438	
NC_000012.12	48413154	48496524	12	plus	chromosome 12 open reading frame 54	C12orf54	121273	protein-coding	NM_152319.4	NP_689532.1	127	
NC_000012.12	48472559	48473622	12	plus	acidic nuclear phosphoprotein 32 family member D	ANP32D	23519	protein-coding	NM_012404.3	NP_036536.2	131	
NC_000012.12	48525632	48526570	12	plus	olfactory receptor family 8 subfamily S member 1	OR8S1	341568	protein-coding	NM_001390849.1	NP_001377778.1	312	
NC_000012.12	48559882	48562956	12	plus	olfactory receptor family 5 subfamily BS member 1 pseudogene	OR5BS1P	390313	protein-coding	NM_001396061.1	NP_001382990.1	311	
NC_000012.12	48567684	48571845	12	minus	lactalbumin alpha	LALBA	3906	protein-coding	NM_002289.3	NP_002280.1	142	
NC_000012.12	48638310	48643651	12	minus	uncharacterized LOC124902928	LOC124902928	124902928	protein-coding	XM_047429953.1	XP_047285909.1	347	
NC_000012.12	48653211	48682238	12	minus	KAT8 regulatory NSL complex subunit 2	KANSL2	54934	protein-coding	NM_017822.4	NP_060292.3	492	
NC_000012.12	48688458	48716707	12	minus	cyclin T1	CCNT1	904	protein-coding	NM_001240.4	NP_001231.2	726	
NC_000012.12	48727435	48771459	12	plus	sperm microtubule inner protein 11	SPMIP11	255411	protein-coding	NM_001351123.2	NP_001338052.1	131	
NC_000012.12	48766194	48789974	12	minus	adenylate cyclase 6	ADCY6	112	protein-coding	NM_015270.5	NP_056085.1	1168	
NC_000012.12	48814480	48828941	12	plus	calcium voltage-gated channel auxiliary subunit beta 3	CACNB3	784	protein-coding	NM_000725.4	NP_000716.2	484	
NC_000012.12	48829756	48852163	12	minus	DEAD-box helicase 23	DDX23	9416	protein-coding	NM_004818.3	NP_004809.2	820	
NC_000012.12	48857145	48865870	12	minus	Rho family GTPase 1	RND1	27289	protein-coding	NM_014470.4	NP_055285.1	232	
NC_000012.12	48904133	48921576	12	plus	coiled-coil domain containing 65	CCDC65	85478	protein-coding	NM_033124.5	NP_149115.2	484	
NC_000012.12	48921963	48939034	12	minus	FKBP prolyl isomerase 11	FKBP11	51303	protein-coding	NM_016594.3	NP_057678.1	201	
NC_000012.12	48935723	48957487	12	minus	ADP ribosylation factor 3	ARF3	377	protein-coding	NM_001659.3	NP_001650.1	181	
NC_000012.12	48965340	48971735	12	minus	Wnt family member 10B	WNT10B	7480	protein-coding	NM_003394.4	NP_003385.2	389	
NC_000012.12	48978322	48982620	12	plus	Wnt family member 1	WNT1	7471	protein-coding	NM_005430.4	NP_005421.1	370	
NC_000012.12	48995149	48999375	12	minus	dendrin	DDN	23109	protein-coding	NM_015086.2	NP_055901.2	711	
NC_000012.12	49002274	49018776	12	minus	protein kinase AMP-activated non-catalytic subunit gamma 1	PRKAG1	5571	protein-coding	NM_002733.5	NP_002724.1	331	
NC_000012.12	49018978	49060794	12	minus	lysine methyltransferase 2D	KMT2D	8085	protein-coding	NM_003482.4	NP_003473.3	5537	
NC_000012.12	49064676	49069979	12	minus	RHEB like 1	RHEBL1	121268	protein-coding	NM_144593.3	NP_653194.1	183	
NC_000012.12	49086656	49094801	12	minus	desert hedgehog signaling molecule	DHH	50846	protein-coding	NM_021044.4	NP_066382.1	396	
NC_000012.12	49097139	49110847	12	minus	limb development membrane protein 1 like	LMBR1L	55716	protein-coding	NM_018113.4	NP_060583.2	489	
NC_000012.12	49127782	49131395	12	minus	tubulin alpha 1b	TUBA1B	10376	protein-coding	NM_006082.3	NP_006073.2	451	
NC_000012.12	49184795	49189080	12	minus	tubulin alpha 1a	TUBA1A	7846	protein-coding	NM_006009.4	NP_006000.2	451	
NC_000012.12	49227926	49274600	12	plus	tubulin alpha 1c	TUBA1C	84790	protein-coding	NM_032704.5	NP_116093.1	449	
NC_000012.12	49295147	49298686	12	plus	peripherin	PRPH	5630	protein-coding	NM_006262.4	NP_006253.2	470	
NC_000012.12	49323255	49331731	12	plus	trophinin associated protein	TROAP	10024	protein-coding	NM_005480.4	NP_005471.3	778	
NC_000012.12	49332409	49337188	12	minus	complement C1q like 4	C1QL4	338761	protein-coding	NM_001008223.2	NP_001008224.1	238	
NC_000012.12	49346888	49353690	12	plus	DnaJ heat shock protein family (Hsp40) member C22	DNAJC22	79962	protein-coding	NM_024902.4	NP_079178.2	341	
NC_000012.12	49366852	49527425	12	plus	spermatogenesis associated serine rich 2	SPATS2	65244	protein-coding	NM_023071.4	NP_075559.2	545	
NC_000012.12	49539030	49558337	12	plus	potassium voltage-gated channel subfamily H member 3	KCNH3	23416	protein-coding	NM_012284.3	NP_036416.1	1083	
NC_000012.12	49558299	49568142	12	minus	microspherule protein 1	MCRS1	10445	protein-coding	NM_006337.5	NP_006328.2	462	
NC_000012.12	49582873	49622758	12	minus	family with sequence similarity 186 member B	FAM186B	84070	protein-coding	NM_032130.3	NP_115506.1	893	
NC_000012.12	49622646	49644665	12	plus	pre-mRNA processing factor 40 homolog B	PRPF40B	25766	protein-coding	NM_012272.3	NP_036404.1	858	
NC_000012.12	49636499	49707405	12	minus	formin like 3	FMNL3	91010	protein-coding	NM_175736.5	NP_783863.4	1027	
NC_000012.12	49741557	49764934	12	plus	transmembrane BAX inhibitor motif containing 6	TMBIM6	7009	protein-coding	NM_003217.3	NP_003208.2	237	
NC_000012.12	49791152	49828413	12	minus	NCK associated protein 5 like	NCKAP5L	57701	protein-coding	NM_001037806.4	NP_001032895.2	1334	
NC_000012.12	49836043	49843106	12	minus	BCDIN3 domain containing RNA methyltransferase	BCDIN3D	144233	protein-coding	NM_181708.3	NP_859059.1	292	
NC_000012.12	49866896	49903900	12	minus	Fas apoptotic inhibitory molecule 2	FAIM2	23017	protein-coding	NM_012306.4	NP_036438.2	316	
NC_000012.12	49950737	49958878	12	plus	aquaporin 2	AQP2	359	protein-coding	NM_000486.6	NP_000477.1	271	
NC_000012.12	49961872	49965682	12	plus	aquaporin 5	AQP5	362	protein-coding	NM_001651.4	NP_001642.1	265	
NC_000012.12	49972947	49977139	12	plus	aquaporin 6	AQP6	363	protein-coding	NM_001652.4	NP_001643.2	282	
NC_000012.12	49989162	50033440	12	minus	Rac GTPase activating protein 1	RACGAP1	29127	protein-coding	NM_013277.5	NP_037409.2	632	
NC_000012.12	50057596	50083622	12	plus	acid sensing ion channel subunit 1	ASIC1	41	protein-coding	NM_001095.4	NP_001086.2	528	
NC_000012.12	50085342	50100707	12	plus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	SMARCD1	6602	protein-coding	NM_003076.5	NP_003067.3	515	
NC_000012.12	50104008	50111313	12	plus	glycerol-3-phosphate dehydrogenase 1	GPD1	2819	protein-coding	NM_005276.4	NP_005267.2	349	
